Player,Team,Round 0,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21
TOM SPARROW,ME,0.0,0.15718397,0.07603646,0.025009634,0.022470979,0.022090064,0.038291547,0.14943872,0.024000756,0.026164627,0.0444947,0.036038917,0.029085465,0.049385194,0.022175536,0.0,0.024567505,0.02255789,0.027580699,0.0,0.026434544,0.04083209
SAM WICKS,SY,0.03850314,0.028641364,0.02839091,0.0,0.09504897,0.025043584,0.05248294,0.0,0.05894046,0.022621218,0.20783783,0.024501903,0.0,0.03614633,0.0,0.024412116,0.02826422,0.052078225,0.03705433,0.04839176,0.027830888,0.02571787
DARCY PARISH,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5117883,0.03266707,0.31691197,0.0,0.0,0.0,0.0,0.0,0.0
ESAVA RATUGOLEA,PA,0.0,0.0,0.0,0.03634559,0.058996238,0.030997522,0.027341424,0.040908493,0.02430413,0.023762284,0.029418072,0.0,0.0,0.16802801,0.24103594,0.025958769,0.13081692,0.022090064,0.0,0.0,0.0,0.0
JYE AMISS,FR,0.0,0.022448806,0.027829688,0.21753867,0.028447509,0.027822109,0.036361817,0.026267305,0.024571568,0.022720551,0.026038451,0.026193636,0.028911391,0.0,0.029613968,0.027488122,0.04071649,0.022171287,0.041279912,0.024606047,0.08046621,0.078486785
SEAN DARCY,FR,0.0,0.0,0.0,0.0,0.0,0.034017496,0.023244647,0.03806779,0.050662655,0.026625449,0.0,0.0,0.042009592,0.0,0.024777446,0.0,0.19270343,0.048471563,0.03896124,0.20642859,0.069881395,0.055040654
LACHIE FOGARTY,CA,0.0,0.022450145,0.022470979,0.022305535,0.022857526,0.028429057,0.025784796,0.03793912,0.022090064,0.0,0.0,0.029178793,0.0,0.025265807,0.40513998,0.030294472,0.026405683,0.022090064,0.02228231,0.03069038,0.022257077,0.02347929
RHYAN MANSELL,RI,0.0,0.023569148,0.039685637,0.022090064,0.0,0.0,0.0,0.023147393,0.025211118,0.15526679,0.028658941,0.024744147,0.025951874,0.022090064,0.0,0.024678297,0.023061493,0.13806039,0.024123114,0.18362422,0.024889722,0.024947295
NATHAN BROAD,RI,0.0,0.054470915,0.02481859,0.059167184,0.043142803,0.080232725,0.07535319,0.022952698,0.026220294,0.04950659,0.0254555,0.03738848,0.038761213,0.028438674,0.0,0.026465407,0.035774913,0.027706832,0.035916846,0.10170653,0.030567776,0.0
DARCY BYRNE-JONES,PA,0.0,0.02267751,0.092712685,0.041578628,0.022106891,0.0,0.029227966,0.07726472,0.022433657,0.05550018,0.026251929,0.023239337,0.0,0.028722646,0.04473828,0.026507357,0.03311302,0.028146034,0.17656839,0.024701623,0.022942841,0.025052713
LUKE MCDONALD,NM,0.0,0.03375881,0.03530993,0.02716574,0.026087767,0.022411725,0.025426978,0.026979119,0.02278717,0.023138074,0.030755766,0.029442275,0.0,0.16786744,0.25572285,0.069170564,0.023943268,0.0,0.0,0.0,0.0,0.0
JAMES ODONNELL,WB,0.0,0.024031421,0.0,0.035624363,0.026739372,0.022210525,0.061047427,0.026802769,0.047311705,0.12186764,0.071910165,0.024359904,0.0,0.03258583,0.036061708,0.025786253,0.05292914,0.053380504,0.05057196,0.022470979,0.047941692,0.036309958
SAM POWELL-PEPPER,PA,0.0,0.022175536,0.15144603,0.030428618,0.023651574,0.062499106,0.06783619,0.07398866,0.03353051,0.023045074,0.10325074,0.02250236,0.0,0.027031226,0.049719915,0.0635872,0.02884734,0.030091492,0.0,0.0,0.0,0.0
BRENNAN COX,FR,0.0,0.024760297,0.028270653,0.023916405,0.073211215,0.08767654,0.02268741,0.043214146,0.100700095,0.027212128,0.028954903,0.028445257,0.03015966,0.0,0.035074748,0.0441725,0.037772696,0.022679444,0.043433286,0.044856656,0.027745554,0.03754494
SETH CAMPBELL,RI,0.0,0.023907121,0.031043708,0.03522862,0.024541939,0.023329416,0.040653512,0.022450145,0.024334278,0.14092717,0.16773453,0.023442237,0.023778562,0.046028018,0.0,0.029941821,0.021951228,0.027426573,0.028943967,0.041536786,0.0,0.02392535
JACKSON MEAD,PA,0.0,0.02293616,0.33174023,0.022609113,0.027918316,0.043279443,0.03850323,0.0539862,0.022265352,0.03179356,0.03049537,0.022090064,0.0,0.023854835,0.03094272,0.0224362,0.0,0.0,0.0,0.022353519,0.024445942,0.027733274
MATT FLYNN,WC,0.0,0.03931618,0.0,0.0,0.0,0.0,0.19089419,0.031635955,0.02344824,0.02848776,0.15962206,0.022643726,0.045956623,0.026729248,0.02760926,0.0,0.050831843,0.030776218,0.052135933,0.033919957,0.025474368,0.0
JACK PAYNE,BL,0.0,0.02487869,0.06282393,0.069551654,0.22580136,0.06567541,0.025899976,0.0,0.07000555,0.05139763,0.029367378,0.028691074,0.061828952,0.04892543,0.022937609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JADE GRESHAM,ES,0.0,0.024940817,0.024352517,0.2419509,0.0,0.065137915,0.022880418,0.02411129,0.0313295,0.0,0.0,0.024000756,0.025704876,0.045015212,0.022090064,0.024389222,0.0,0.022481104,0.0,0.073415406,0.025430996,0.082849614
ELIJAH HOLLANDS,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.027319083,0.5560172,0.025529345,0.13917121,0.03164684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOAH ANSWERTH,BL,0.0,0.03709535,0.045164935,0.045663826,0.023662934,0.032078866,0.03403283,0.04989402,0.05042721,0.07957432,0.027226925,0.061457008,0.113865934,0.029589552,0.031219386,0.049135357,0.0,0.033097427,0.034335822,0.0,0.0,0.0
TOM BROWN,RI,0.0,0.02856271,0.024763733,0.029416779,0.026040355,0.04570295,0.028543424,0.02275108,0.036303524,0.0390064,0.026585907,0.03125706,0.028209534,0.037859,0.0,0.023168359,0.022313882,0.025121737,0.20089075,0.047917344,0.025040267,0.022400862
DARCY MOORE,CW,0.026018599,0.093710214,0.0973329,0.0,0.06254631,0.036630206,0.02413597,0.0,0.023820886,0.03392491,0.0,0.0,0.057176042,0.03140204,0.0,0.034457874,0.042536173,0.09146634,0.026668167,0.028169595,0.030725736,0.0289914
BEN HOBBS,ES,0.0,0.02403092,0.022563431,0.10204868,0.0,0.25781214,0.03857996,0.047442917,0.028753823,0.02368555,0.026501298,0.024293141,0.034489885,0.02197616,0.0,0.023914177,0.0,0.030298723,0.03444802,0.0,0.0,0.024407882
DAN BUTLER,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.650709,0.0,0.022090064,0.022658383,0.022267377,0.022519557,0.022265352,0.0,0.0,0.0
HUNTER CLARK,SK,0.0,0.0224765,0.03617258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058942407,0.07360303,0.0,0.025877558,0.031888615,0.06640111,0.049806032,0.02268197,0.023985097,0.10116487,0.24447075
COREY WAGNER,FR,0.0,0.040215556,0.04795793,0.0,0.023261786,0.0,0.0,0.036413003,0.034443032,0.030525541,0.043136567,0.063034326,0.10269735,0.0,0.042480666,0.06547049,0.028118316,0.10843398,0.0666088,0.023032885,0.0,0.0
BUKU KHAMIS,WB,0.0,0.0,0.036153805,0.031974424,0.024309581,0.022417951,0.027749041,0.025786756,0.030418882,0.022481922,0.39728585,0.033008177,0.0,0.02268772,0.031866077,0.026265183,0.023381503,0.0,0.0,0.0,0.0,0.0
KAMDYN MCINTOSH,RI,0.0,0.06256362,0.026758911,0.03981288,0.024101082,0.03974934,0.042029094,0.06512538,0.02392251,0.065240994,0.034760416,0.025470274,0.022170719,0.022090064,0.0,0.052052245,0.022470979,0.02659454,0.06265853,0.046879165,0.0229673,0.028245948
COOPER LORD,CA,0.0,0.028332375,0.02257486,0.0,0.028399091,0.047288314,0.034336746,0.02297046,0.022470979,0.036708377,0.0324135,0.05683385,0.0,0.13452667,0.031026682,0.023021279,0.027548647,0.027684445,0.022552991,0.08367481,0.023270525,0.048015103
JAXON BINNS,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22896922,0.02963082,0.02229756,0.0,0.0,0.4364384,0.030870961,0.0,0.0,0.0,0.0,0.0,0.0
BEN MILLER,RI,0.0,0.06225428,0.045780584,0.040167924,0.04154201,0.029060334,0.02500594,0.033930458,0.023017665,0.031202449,0.025028102,0.028600488,0.03412576,0.028889123,0.0,0.024786638,0.02605807,0.026255582,0.12110504,0.04074528,0.024964854,0.027442716
LAITHAM VANDERMEER,WB,0.0,0.25894445,0.022912353,0.026729234,0.022265352,0.0,0.0,0.02443251,0.026808994,0.022703204,0.06549162,0.025218032,0.0,0.022790713,0.038395435,0.026463699,0.022990802,0.030266367,0.027321136,0.022090064,0.024373632,0.028338013
JACK MARTIN,GE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031140681,0.06251946,0.045846757,0.0,0.3669227,0.025336545,0.04736855,0.024467729,0.13342117
KAI LOHMANN,BL,0.0,0.024219068,0.0,0.024250217,0.0,0.0,0.0,0.02400831,0.0,0.022813778,0.022277413,0.03097098,0.33944136,0.025118671,0.022470979,0.06431935,0.0,0.04595733,0.045802336,0.038914856,0.0,0.0
THOMSON DOW,RI,0.0,0.2612393,0.024374947,0.027843151,0.03972785,0.023757169,0.13222668,0.11521754,0.025572324,0.025026927,0.030696694,0.02183323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARL WORNER,FR,0.0,0.022552991,0.0,0.036461942,0.02288737,0.11067613,0.032892298,0.034469567,0.02383752,0.024215152,0.023959555,0.05601985,0.024827005,0.0,0.027375177,0.037934694,0.036129877,0.024324887,0.02571376,0.04233448,0.024632001,0.09281104
XAVIER LINDSAY,ME,0.0,0.095903285,0.027639382,0.019289715,0.0,0.025522882,0.036658224,0.10176411,0.031690884,0.022846814,0.04841957,0.10836559,0.022411725,0.022653349,0.026709506,0.0,0.023840595,0.028953478,0.025330454,0.023221599,0.028909108,0.0
DARCY WILSON,SK,0.0,0.04659487,0.054007366,0.13525154,0.15789801,0.026117131,0.028189385,0.029469484,0.03376012,0.061771747,0.022861125,0.022090064,0.0,0.0,0.0,0.029757429,0.022705585,0.022433072,0.0,0.022175536,0.0,0.0
BOBBY HILL,CW,0.02376235,0.03438986,0.025094973,0.0,0.02497784,0.062675916,0.032302648,0.035627786,0.024640704,0.32063368,0.023177236,0.0,0.031483024,0.027175823,0.0,0.024685381,0.0,0.0,0.0,0.0,0.0,0.022090064
LACHIE SCHULTZ,CW,0.0236337,0.03831362,0.18061206,0.0,0.23017143,0.0,0.0,0.0,0.035004992,0.024298834,0.0,0.0,0.028098216,0.0,0.0,0.0,0.0,0.0,0.022619579,0.028628936,0.063058265,0.037316162
DARCY GARDINER,BL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035260696,0.024516879,0.0225469,0.40586045,0.023801608,0.023536846,0.0,0.0,0.0,0.0,0.023373546,0.030932792,0.04666439,0.026830707,0.047871754
JORDAN RIDLEY,ES,0.0,0.02263736,0.0,0.13116853,0.0,0.27834395,0.0500381,0.034423232,0.030370092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028195813,0.058736686,0.048082616,0.023907417,0.0
JAMIE CRIPPS,WC,0.0,0.028442133,0.025440594,0.03680051,0.023757871,0.024217822,0.029105293,0.02252117,0.023064878,0.2228784,0.026640143,0.0,0.0,0.024807328,0.02422434,0.0,0.022265352,0.025226742,0.023537783,0.044930924,0.035207283,0.023646481
ALEX PEARCE,FR,0.0,0.032733094,0.025978252,0.035832822,0.05856669,0.20217426,0.029595824,0.033072863,0.08397766,0.029373726,0.0632297,0.063294455,0.0,0.0,0.0,0.0,0.0,0.023465335,0.0,0.0,0.0,0.0
RYAN BURTON,PA,0.0,0.028173244,0.035700593,0.0,0.0,0.0,0.0,0.0,0.0,0.039875776,0.040595777,0.029132523,0.0,0.044811845,0.42390543,0.036568668,0.0,0.0,0.0,0.0,0.0,0.0
RYAN BYRNES,SK,0.0,0.026017984,0.06679236,0.06963061,0.053951904,0.035895832,0.022256494,0.025655797,0.05621221,0.05084886,0.04019568,0.031600732,0.057900667,0.0,0.032854658,0.024249807,0.0,0.0,0.0,0.035326023,0.023141643,0.025075942
BAILEY BANFIELD,FR,0.0,0.022387745,0.022351487,0.08717712,0.0277509,0.034553155,0.022090064,0.0,0.0,0.0,0.0258172,0.07254403,0.02584487,0.0,0.050757192,0.030547025,0.029639821,0.028677078,0.025243945,0.06584353,0.058416355,0.042167325
TOBY BEDFORD,GW,0.05584076,0.06020296,0.0,0.030728903,0.031056264,0.027663888,0.022620078,0.02230192,0.022913668,0.0,0.022627834,0.068739414,0.061040547,0.039577875,0.027797852,0.025229266,0.0,0.035235304,0.02646919,0.026102727,0.04098933,0.02357002
LOGAN EVANS,PA,0.0,0.022668,0.43171227,0.023629386,0.022265352,0.0,0.0,0.0,0.025206203,0.0,0.028484665,0.029989455,0.0,0.0,0.0,0.0,0.026191471,0.0,0.0,0.024316752,0.024371222,0.0
BRAEDEN CAMPBELL,SY,0.02203566,0.046899654,0.032787107,0.0,0.051023148,0.02538143,0.023864247,0.023375114,0.029022258,0.032343227,0.04509424,0.024656346,0.022349237,0.06443908,0.0,0.034548916,0.022265352,0.03249453,0.032266833,0.02633426,0.022090064,0.040184442
JOSH SINN,PA,0.0,0.02398432,0.15106691,0.03388214,0.026424084,0.02811676,0.026833149,0.022881987,0.0,0.033837706,0.022090064,0.0,0.0,0.028220883,0.043948635,0.034298804,0.053086963,0.02242158,0.023710009,0.02362163,0.024116969,0.02508117
GEORGE WARDLAW,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.060871452,0.11380141,0.0,0.16916937,0.05144175,0.024726523,0.0,0.024355365,0.0968683,0.036509648,0.022937609,0.0,0.0,0.0,0.0,0.03789053
DARCY FORT,BL,0.0,0.052152816,0.0,0.06639542,0.0,0.0,0.0,0.0,0.0,0.038047787,0.028845845,0.03474576,0.053972255,0.06097573,0.07484645,0.04432258,0.0,0.044971295,0.029511705,0.025143882,0.024412848,0.054988198
NEIL ERASMUS,FR,0.0,0.0,0.028193964,0.06011962,0.0,0.0,0.0,0.0,0.0,0.024041675,0.08697024,0.069942616,0.064434335,0.0,0.035547305,0.10514872,0.063781165,0.022588726,0.0,0.0,0.027294233,0.038338106
ALEX DAVIES,GC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5894925,0.034739766
TOM BARRASS,HW,0.038506582,0.045769546,0.026132759,0.029214302,0.0,0.034084894,0.02246857,0.026252631,0.05342116,0.0,0.022355052,0.028744902,0.022380603,0.032095432,0.024026675,0.0,0.029858608,0.057594337,0.029305665,0.028620278,0.0501152,0.022380603
REUBEN GINBEY,WC,0.0,0.027446141,0.028350266,0.024292864,0.036279142,0.02436052,0.022470979,0.022622146,0.079491094,0.02311298,0.036983125,0.025463916,0.02482742,0.022727452,0.030079896,0.0,0.026610553,0.033193372,0.029279672,0.0372955,0.032137185,0.0360666
LACHLAN MCNEIL,WB,0.0,0.025688948,0.022257077,0.023222733,0.022404782,0.043378145,0.025151942,0.0,0.08181807,0.022090064,0.04047463,0.022256494,0.0,0.022942841,0.065689236,0.042934593,0.022730004,0.02373005,0.0,0.022106891,0.026140153,0.06796319
OISIN MULLIN,GE,0.0,0.026155356,0.022090064,0.030207502,0.07792272,0.022910252,0.0,0.023548195,0.046508502,0.022366893,0.02572932,0.03094579,0.025060471,0.02462873,0.03153995,0.022106891,0.0,0.0282761,0.032077994,0.03673113,0.05257232,0.038744655
EDWARD ALLAN,CW,0.030311475,0.0,0.0,0.0,0.0,0.02373005,0.02283055,0.0,0.0,0.022817904,0.029811809,0.13624589,0.1988934,0.023027243,0.0,0.043053586,0.033050727,0.0,0.0,0.022559201,0.029245485,0.0
LUKE TRAINOR,RI,0.0,0.040549587,0.028898807,0.030400803,0.03431499,0.044544864,0.02266918,0.030424945,0.03350422,0.050490733,0.025612457,0.022363592,0.022256494,0.03175844,0.0,0.022735983,0.023376219,0.027573045,0.0399397,0.02814703,0.025420235,0.027232585
JEREMY SHARP,FR,0.0,0.04557744,0.03358221,0.02807019,0.10999145,0.09634561,0.06524697,0.028153712,0.03104034,0.02560926,0.023936616,0.029699877,0.024374215,0.0,0.029027833,0.02863403,0.0,0.0,0.0,0.0,0.0,0.0
TYRELL DEWAR,WC,0.0,0.027651079,0.11328803,0.026593534,0.028398393,0.02236851,0.02354344,0.022265352,0.0,0.0,0.0,0.02228162,0.029686447,0.036740504,0.14802283,0.0,0.0,0.0,0.028182866,0.025900092,0.022090064,0.022090064
LACHIE WELLER,GC,0.0,0.12210771,0.0,0.025657346,0.029471885,0.026123427,0.041937716,0.05328154,0.022090064,0.0,0.0,0.0,0.0,0.0,0.0,0.025038002,0.031092983,0.036431234,0.03836243,0.0,0.07185536,0.071847975
FINN MAGINNESS,HW,0.027396956,0.027140524,0.042929888,0.16111584,0.0,0.022889026,0.0,0.0,0.11227516,0.05455986,0.02292835,0.02296394,0.02229756,0.02566106,0.0,0.0,0.0,0.0,0.022740507,0.028078118,0.0,0.0
JUDD MCVEE,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11317566,0.0234521,0.03060273,0.04898635,0.12680891,0.03223122,0.026338192,0.02599358,0.0,0.022626374,0.026372636,0.023589775,0.027460992,0.028168924,0.03032038
LIAM RYAN,WC,0.0,0.0,0.07807106,0.024559228,0.0,0.029208558,0.037987806,0.024374448,0.022192426,0.049124543,0.09028649,0.031863775,0.022675976,0.024565477,0.025545573,0.0,0.024446797,0.028187111,0.0,0.0223843,0.02694746,0.02255357
TYLER BROCKMAN,WC,0.0,0.023384824,0.022256313,0.023249602,0.022106891,0.0,0.0,0.0,0.042773817,0.085883565,0.063730456,0.075243235,0.024750004,0.02658321,0.032907266,0.0,0.028534481,0.022363639,0.022292348,0.022450145,0.022175536,0.02247208
OLIVER FLORENT,SY,0.026874905,0.04860852,0.024903957,0.0,0.21807443,0.03931554,0.02356895,0.02359887,0.037394162,0.035091218,0.025605341,0.026269365,0.0,0.0,0.0,0.0,0.02406684,0.0,0.0,0.0,0.0,0.027170751
BEAU MCCREERY,CW,0.02793459,0.030216277,0.046261303,0.0,0.023989793,0.033452567,0.031042775,0.03573002,0.022090064,0.04981566,0.09358425,0.04435934,0.02446892,0.041802872,0.0,0.027372869,0.0,0.0,0.0,0.046991102,0.0,0.0
ANGUS CLARKE,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34747946,0.022568054,0.029445313,0.023809597,0.030257476,0.0,0.026086986,0.023502048,0.028974114,0.024208793,0.022720551
TYLER SONSIE,RI,0.0,0.023122387,0.0,0.022175536,0.02430201,0.025050675,0.0,0.0,0.0,0.0,0.0,0.0,0.03429441,0.025321614,0.0,0.02471604,0.02236851,0.022875825,0.028507343,0.14876829,0.13980214,0.024281174
SAM SWITKOWSKI,FR,0.0,0.022116119,0.0,0.0,0.0,0.025325503,0.030670067,0.02320606,0.022090064,0.027335241,0.03585798,0.029583734,0.07116628,0.0,0.032794088,0.0,0.0,0.0,0.07571186,0.02588409,0.08987043,0.047944956
OSCAR ALLEN,WC,0.0,0.023979144,0.026741916,0.022265352,0.022654245,0.023030771,0.0,0.024460446,0.05800074,0.0,0.12592573,0.02709081,0.15724051,0.022292348,0.022090064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEPHEN CONIGLIO,GW,0.02392775,0.1148277,0.0,0.028129559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060249243,0.28507844,0.038498648
JIMMY WEBSTER,SK,0.0,0.024365418,0.026964756,0.09860126,0.025208183,0.022481104,0.025829231,0.023287335,0.115374394,0.022470996,0.027382674,0.024845598,0.04440482,0.0,0.025232673,0.022090064,0.0,0.022090064,0.0,0.0,0.0,0.0
RILEY HARDEMAN,NM,0.0,0.0,0.0,0.0,0.027058197,0.022090064,0.0,0.026598088,0.038102414,0.03007428,0.03235066,0.118874714,0.0,0.022890873,0.02520311,0.033301983,0.022090064,0.030921528,0.024041165,0.026610808,0.028889276,0.027053297
FINN OSULLIVAN,NM,0.0,0.02675099,0.035975732,0.024403067,0.0,0.023958217,0.022766056,0.02260787,0.025803754,0.022968717,0.023065235,0.026663315,0.0,0.048532926,0.031333815,0.032018088,0.02255789,0.022175536,0.031159403,0.032013528,0.023133414,0.029855857
BILLY FRAMPTON,CW,0.0,0.0,0.0,0.0,0.031587604,0.028937085,0.057168983,0.079838015,0.023258895,0.09778517,0.051732544,0.03246324,0.028598964,0.054242086,0.0,0.028528202,0.0,0.0,0.0,0.0,0.0,0.0
HARRY EDWARDS,WC,0.0,0.02214905,0.023240138,0.022298926,0.0,0.02356918,0.022336889,0.0,0.0,0.037455093,0.04082393,0.02267836,0.028711786,0.049527325,0.022568308,0.0,0.022375882,0.025062464,0.07131329,0.048695985,0.0,0.024189297
WILL HOSKIN-ELLIOTT,CW,0.024064107,0.0,0.0,0.0,0.0,0.03393873,0.023887545,0.02538439,0.022090064,0.022866726,0.033895805,0.02439026,0.024086865,0.023015976,0.0,0.034548894,0.038755562,0.048077334,0.027321437,0.022412132,0.04891378,0.022090064
ASHTON MOIR,CA,0.0,0.0,0.0,0.0,0.022090064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027217695,0.022189872,0.38262618,0.022090064,0.022106891
TOM PAPLEY,SY,0.024976544,0.023278922,0.16212985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06095768,0.12940465,0.025614914,0.0,0.0,0.029704157,0.041451093
TOBY PINK,NM,0.0,0.0,0.06493582,0.026834736,0.0,0.0,0.0,0.0,0.0,0.024779325,0.040732153,0.03533809,0.0,0.033902172,0.029120287,0.07483386,0.023287386,0.02336546,0.023970189,0.02465259,0.03856997,0.029249761
TOM LYNCH,RI,0.0,0.031109033,0.0,0.02255357,0.022310143,0.022090064,0.06695529,0.08833031,0.022693014,0.05780117,0.037077833,0.0,0.03302621,0.022171287,0.0,0.040475205,0.02366758,0.0,0.0,0.0,0.0,0.0
ETHAN READ,GC,0.0,0.0465291,0.0,0.024376715,0.02293498,0.063155204,0.022090064,0.025813907,0.02314823,0.0,0.0,0.0274283,0.0,0.0,0.0,0.02260354,0.031197228,0.04593946,0.023132099,0.02391085,0.027863525,0.05982216
SAM LALOR,RI,0.0,0.038953092,0.023400726,0.023168359,0.217579,0.0,0.027914241,0.021837594,0.022651559,0.03864509,0.030793881,0.0223843,0.0,0.0,0.0,0.0,0.0,0.022090064,0.0,0.0,0.0,0.0
JACOB WEHR,GW,0.0568328,0.07110199,0.0,0.023089942,0.038768657,0.087097,0.030302988,0.025966575,0.048441686,0.02274084,0.023661172,0.032739215,0.0,0.027525371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JACOB KONSTANTY,NM,0.0,0.022309342,0.025251279,0.02239878,0.028370336,0.022815242,0.02267836,0.022616865,0.022470979,0.024725914,0.022985276,0.024365237,0.0,0.024805363,0.032423943,0.03252986,0.024343539,0.021949267,0.024062896,0.022339514,0.022090064,0.022351487
MATT CARROLL,CA,0.0,0.0,0.0,0.0,0.0,0.06028598,0.046865594,0.05067519,0.022175536,0.0,0.022090064,0.024278002,0.0,0.027611202,0.053083178,0.024976637,0.0,0.02609576,0.022916298,0.0557709,0.022175536,0.023788
CONNOR BUDARICK,GC,0.0,0.044050053,0.0,0.036792256,0.022922466,0.0,0.025998456,0.02249921,0.022267377,0.0,0.0,0.0,0.0,0.0,0.0,0.022745037,0.023239387,0.02533324,0.02512366,0.043353654,0.12872618,0.037736773
HUGO RALPHSMITH,RI,0.0,0.0,0.0,0.0,0.0,0.024922542,0.046189096,0.0220612,0.023980174,0.08221227,0.023256814,0.04735276,0.11106285,0.02425383,0.0,0.022355916,0.025850141,0.022106891,0.0,0.0,0.0,0.0
CHRISTIAN MORAES,PA,0.0,0.0,0.038279057,0.21825023,0.024588786,0.024690052,0.022998832,0.024185587,0.0,0.02229756,0.02567746,0.02391054,0.0,0.023748484,0.0,0.022256494,0.0,0.0,0.0,0.0,0.0,0.0
LACHLAN SULLIVAN,CW,0.0,0.030536478,0.0,0.0,0.0,0.025375461,0.0,0.024819275,0.0,0.06999077,0.024141682,0.026099866,0.024111172,0.023368772,0.0,0.024181819,0.027728477,0.09907554,0.022627054,0.022865122,0.025402758,0.0
JACOB VAN ROOYEN,ME,0.0,0.022211516,0.022745037,0.022211516,0.024476102,0.02241906,0.0,0.0,0.0,0.022677489,0.0,0.0,0.0,0.023503438,0.024089618,0.0,0.0,0.032240346,0.11016347,0.022243703,0.023028208,0.097974114
WILL WHITE,CA,0.0,0.0,0.0,0.0,0.024399698,0.04516206,0.17570567,0.022937834,0.022090064,0.023219235,0.022470979,0.028946673,0.0,0.022923965,0.0,0.0,0.0,0.0,0.0,0.02266918,0.031135503,0.0220612
TODD GOLDSTEIN,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03468106,0.027027333,0.09310597,0.024094775,0.042644624,0.03779881,0.025220642,0.04559913,0.0,0.0,0.026672425,0.0583621,0.0,0.024470108,0.023344139
LEWIS MELICAN,SY,0.030912485,0.02712895,0.0,0.0,0.0,0.0,0.022558143,0.025549289,0.02863306,0.0,0.0,0.0,0.025700444,0.04888319,0.0,0.037520755,0.058135122,0.031924333,0.023216078,0.03631403,0.022281418,0.040231094
TOM COLE,WC,0.0,0.028760022,0.022435114,0.022435114,0.022353519,0.0,0.0,0.024751306,0.02229756,0.027147532,0.037501354,0.027325207,0.05505652,0.022175536,0.0,0.0,0.0,0.0,0.02979487,0.04819175,0.025780385,0.04265931
ISAAC KAKO,ES,0.0,0.02584924,0.022713142,0.023081224,0.0,0.024436785,0.022503069,0.023492558,0.02561643,0.022793738,0.022937609,0.02444765,0.022420434,0.022767264,0.022450145,0.024400849,0.0,0.032773767,0.02548709,0.021741057,0.025602838,0.022090064
MATTHEW COTTRELL,CA,0.0,0.024284571,0.10304626,0.03426729,0.0,0.08398483,0.16496816,0.046189867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOAH BALTA,RI,0.0,0.0,0.0,0.0,0.0,0.0,0.14858882,0.0,0.029306063,0.054693498,0.029906096,0.0,0.0,0.026754603,0.0,0.02475866,0.03403887,0.022761697,0.0,0.0,0.059015136,0.024414785
JED WALTER,GC,0.0,0.0,0.0,0.02761519,0.064302035,0.024248926,0.022090064,0.0372263,0.022090064,0.023196347,0.022641025,0.024298856,0.023965001,0.022481104,0.0,0.023503805,0.023273252,0.03560829,0.022730004,0.022171287,0.0,0.0
MITCH DUNCAN,GE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09675873,0.052764975,0.05236462,0.026176196,0.093371764,0.045890413,0.02446241,0.02382224,0.0,0.024454849,0.0,0.0,0.0,0.0
BRENT DANIELS,GW,0.30314216,0.023425506,0.0,0.022158606,0.03552108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032850716,0.022910252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
